Date,Close,combined_score
2024-06-24 22:15:00,59986.5234375,0.5982029518604279
2024-06-24 22:15:00,60033.28125,0.5982029518604279
2024-06-24 22:15:00,60127.64453125,0.5982029518604279
2024-06-25 03:00:00,60661.01953125,0.616807766866684
2024-06-25 03:00:00,61133.8984375,0.616807766866684
2024-06-25 03:00:00,61177.8125,0.616807766866684
2024-06-25 07:45:00,60751.265625,0.2695635049581528
2024-06-25 07:45:00,60682.96484375,0.2695635049581528
2024-06-25 07:45:00,60626.96875,0.2695635049581528
2024-06-25 17:30:00,61637.546875,0.04850661945343018
2024-06-25 17:30:00,61622.70703125,0.04850661945343018
2024-06-25 17:30:00,61579.41796875,0.04850661945343018
2024-06-26 02:30:00,62215.11328125,0.4903279265403747
2024-06-26 02:30:00,62168.60546875,0.4903279265403747
2024-06-26 02:30:00,62129.26953125,0.4903279265403747
2024-06-26 03:00:00,62024.01171875,0.2756436534643173
2024-06-26 03:00:00,62006.5625,0.2756436534643173
2024-06-26 03:00:00,62019.95703125,0.2756436534643173
2024-06-27 01:00:00,60854.23828125,0.3754747038245201
2024-06-27 01:00:00,60921.5,0.3754747038245201
2024-06-27 01:00:00,60959.64453125,0.3754747038245201
2024-06-27 03:00:00,60947.7578125,0.036402949666976936
2024-06-27 03:00:00,60937.13671875,0.036402949666976936
2024-06-27 03:00:00,60972.30078125,0.036402949666976936
2024-06-27 09:45:00,61049.44921875,0.2733560571193695
2024-06-27 09:45:00,61133.91796875,0.2733560571193695
2024-06-27 09:45:00,61249.08203125,0.2733560571193695
2024-06-27 17:30:00,61801.0546875,0.5703014754772187
2024-06-27 17:30:00,61784.28125,0.5703014754772187
2024-06-27 17:30:00,61752.6640625,0.5703014754772187
2024-06-27 21:30:00,61469.26171875,0.6544259249687194
2024-06-27 21:30:00,61469.26171875,0.2618890255689621
2024-06-27 21:30:00,61462.984375,0.6544259249687194
2024-06-27 21:30:00,61462.984375,0.2618890255689621
2024-06-27 21:30:00,61489.046875,0.6544259249687194
2024-06-27 21:30:00,61489.046875,0.2618890255689621
2024-06-28 02:45:00,61551.55859375,0.033240686917305
2024-06-28 02:45:00,61639.7890625,0.033240686917305
2024-06-28 02:45:00,61665.02734375,0.033240686917305
2024-06-28 09:45:00,61363.2734375,0.6178361117839813
2024-06-28 09:45:00,61473.61328125,0.6178361117839813
2024-06-28 09:45:00,61470.9296875,0.6178361117839813
2024-06-30 16:45:00,61539.9765625,0.3841576260328293
2024-06-30 16:45:00,61523.08984375,0.3841576260328293
2024-06-30 16:45:00,61521.4296875,0.3841576260328293
2024-07-01 03:15:00,63362.4375,0.5183993272066116
2024-07-01 03:15:00,63370.03515625,0.5183993272066116
2024-07-01 03:15:00,63391.75,0.5183993272066116
2024-07-01 08:00:00,63198.65234375,0.4233108136177063
2024-07-01 08:00:00,63227.72265625,0.4233108136177063
2024-07-01 08:00:00,63209.640625,0.4233108136177063
2024-07-02 02:45:00,62936.953125,0.39882946999073027
2024-07-02 02:45:00,62945.109375,0.39882946999073027
2024-07-02 02:45:00,62931.58203125,0.39882946999073027
2024-07-03 02:45:00,61223.93359375,0.16657877428531648
2024-07-03 02:45:00,61242.41796875,0.16657877428531648
2024-07-03 02:45:00,61250.31640625,0.16657877428531648
2024-07-03 11:45:00,60269.98046875,0.2046767150402069
2024-07-03 11:45:00,60265.01171875,0.2046767150402069
2024-07-03 11:45:00,60289.8203125,0.2046767150402069
2024-07-03 15:15:00,60089.2890625,0.6131418929100036
2024-07-03 15:15:00,60291.6953125,0.6131418929100036
2024-07-03 15:15:00,60360.23046875,0.6131418929100036
2024-07-03 18:15:00,60276.58984375,0.13378050899505614
2024-07-03 18:15:00,60310.359375,0.13378050899505614
2024-07-03 18:15:00,60327.22265625,0.13378050899505614
2024-07-04 02:45:00,58994.8828125,0.5134237131118774
2024-07-04 02:45:00,59000.53515625,0.5134237131118774
2024-07-04 02:45:00,58971.1796875,0.5134237131118774
2024-07-04 11:00:00,57895.7578125,0.6380564507246018
2024-07-04 11:00:00,58045.52734375,0.6380564507246018
2024-07-04 11:00:00,57931.73046875,0.6380564507246018
2024-07-04 12:15:00,57574.25390625,0.4491854730129242
2024-07-04 12:15:00,57442.53515625,0.4491854730129242
2024-07-04 12:15:00,57446.73046875,0.4491854730129242
2024-07-04 14:00:00,57402.17578125,0.10015893034934997
2024-07-04 14:00:00,57219.30859375,0.10015893034934997
2024-07-04 14:00:00,57185.03125,0.10015893034934997
2024-07-04 15:30:00,57390.984375,0.2515306770801544
2024-07-04 15:30:00,57418.34375,0.2515306770801544
2024-07-04 15:30:00,57641.9296875,0.2515306770801544
2024-07-04 19:30:00,58567.83203125,0.5268684276342392
2024-07-04 19:30:00,58603.90625,0.5268684276342392
2024-07-04 19:30:00,58375.93359375,0.5268684276342392
2024-07-04 22:00:00,58530.91015625,0.42407714328765866
2024-07-04 22:00:00,58668.66796875,0.42407714328765866
2024-07-04 22:00:00,58537.828125,0.42407714328765866
2024-07-05 02:45:00,56700.2265625,0.21367815136909485
2024-07-05 02:45:00,56579.1015625,0.21367815136909485
2024-07-05 02:45:00,55994.515625,0.21367815136909485
2024-07-05 09:45:00,54500.49609375,0.3995569944381714
2024-07-05 09:45:00,54477.27734375,0.3995569944381714
2024-07-05 09:45:00,54506.203125,0.3995569944381714
2024-07-05 13:30:00,55680.234375,0.210694926404953
2024-07-05 13:30:00,55718.9140625,0.210694926404953
2024-07-05 13:30:00,55744.55078125,0.210694926404953
2024-07-05 15:30:00,56432.89453125,0.2258075326681137
2024-07-05 15:30:00,56352.7734375,0.2258075326681137
2024-07-05 15:30:00,56534.984375,0.2258075326681137
2024-07-05 19:15:00,56496.17578125,0.3951660692691803
2024-07-05 19:15:00,56532.1875,0.3951660692691803
2024-07-05 19:15:00,56719.109375,0.3951660692691803
2024-07-05 20:00:00,56439.23046875,0.09470358681678773
2024-07-05 20:00:00,56526.14453125,0.09470358681678773
2024-07-05 20:00:00,56438.265625,0.09470358681678773
