Datetime,Open,High,Low,Close,Adj Close,Volume
2024-06-24 23:45:00+00:00,60374.40234375,60374.40234375,60307.640625,60307.640625,60307.640625,47427584
2024-06-24 23:50:00+00:00,60319.671875,60343.1015625,60319.671875,60343.1015625,60343.1015625,22433792
2024-06-24 23:55:00+00:00,60322.1015625,60322.1015625,60318.1796875,60318.1796875,60318.1796875,22446080
2024-06-25 00:00:00+00:00,60239.75,60270.29296875,60239.75,60270.29296875,60270.29296875,0
2024-06-25 00:05:00+00:00,60273.984375,60306.6171875,60273.74609375,60273.74609375,60273.74609375,0
2024-06-25 00:10:00+00:00,60292.18359375,60292.18359375,60267.9296875,60267.9296875,60267.9296875,0
2024-06-25 00:15:00+00:00,60259.9375,60259.9375,60245.10546875,60249.55859375,60249.55859375,118185984
2024-06-25 00:20:00+00:00,60415.0234375,60415.0234375,60346.54296875,60346.54296875,60346.54296875,40128512
2024-06-25 00:25:00+00:00,60337.3203125,60352.4609375,60325.19921875,60325.19921875,60325.19921875,0
2024-06-25 00:30:00+00:00,60343.2578125,60343.2578125,60321.44140625,60321.44140625,60321.44140625,0
2024-06-25 00:35:00+00:00,60364.8203125,60364.8203125,60344.86328125,60352.14453125,60352.14453125,0
2024-06-25 00:40:00+00:00,60306.6328125,60343.42578125,60293.36328125,60343.42578125,60343.42578125,0
2024-06-25 00:45:00+00:00,60355.55859375,60355.55859375,60335.06640625,60343.01171875,60343.01171875,0
2024-06-25 00:50:00+00:00,60394.42578125,60521.77734375,60394.42578125,60521.77734375,60521.77734375,13447168
2024-06-25 00:55:00+00:00,60563.28125,60563.28125,60402.5859375,60402.5859375,60402.5859375,78073856
2024-06-25 01:00:00+00:00,60377.08203125,60377.08203125,60352.35546875,60355.1875,60355.1875,0
2024-06-25 01:05:00+00:00,60318.9375,60318.9375,60310.16796875,60310.16796875,60310.16796875,0
2024-06-25 01:10:00+00:00,60358.3515625,60462.6796875,60358.3515625,60462.6796875,60462.6796875,9711616
2024-06-25 01:15:00+00:00,60422.125,60422.125,60386.125,60386.125,60386.125,0
2024-06-25 01:20:00+00:00,60373.3203125,60391.4609375,60373.3203125,60391.4609375,60391.4609375,0
2024-06-25 01:25:00+00:00,60378.0390625,60378.0390625,60283.6015625,60283.6015625,60283.6015625,0
2024-06-25 01:30:00+00:00,60287.61328125,60287.61328125,60260.5859375,60266.33203125,60266.33203125,0
2024-06-25 01:35:00+00:00,60271.05859375,60321.8359375,60271.05859375,60310.03125,60310.03125,0
2024-06-25 01:40:00+00:00,60362.55078125,60376.37109375,60362.1640625,60362.1640625,60362.1640625,0
2024-06-25 01:45:00+00:00,60358.66796875,60358.66796875,60299.89453125,60299.89453125,60299.89453125,0
2024-06-25 01:50:00+00:00,60311.2421875,60335.046875,60311.2421875,60335.046875,60335.046875,17539072
2024-06-25 01:55:00+00:00,60380.62109375,60441.03125,60380.62109375,60441.03125,60441.03125,8474624
2024-06-25 02:00:00+00:00,60530.80859375,60533.15234375,60529.78515625,60533.15234375,60533.15234375,0
2024-06-25 02:05:00+00:00,60538.8984375,60592.265625,60538.8984375,60592.265625,60592.265625,15794176
2024-06-25 02:10:00+00:00,60531.9765625,60531.9765625,60446.51171875,60446.51171875,60446.51171875,11419648
2024-06-25 02:15:00+00:00,60449.14453125,60449.14453125,60389.5625,60445.828125,60445.828125,0
2024-06-25 02:20:00+00:00,60440.57421875,60440.57421875,60394.7421875,60394.7421875,60394.7421875,14532608
2024-06-25 02:25:00+00:00,60470.32421875,60498.8671875,60418.6171875,60418.6171875,60418.6171875,31993856
2024-06-25 02:30:00+00:00,60448.41796875,60660.7421875,60448.41796875,60660.7421875,60660.7421875,16683008
2024-06-25 02:35:00+00:00,60585.984375,60615.1640625,60580.16015625,60580.16015625,60580.16015625,103583744
2024-06-25 02:40:00+00:00,60516.96484375,60516.96484375,60483.66015625,60483.66015625,60483.66015625,9568256
2024-06-25 02:45:00+00:00,60510.90234375,60631.35546875,60510.90234375,60630.48828125,60630.48828125,0
2024-06-25 02:50:00+00:00,60622.4609375,60627.10546875,60609.06640625,60627.10546875,60627.10546875,41164800
2024-06-25 02:55:00+00:00,60613.42578125,60647.07421875,60583.19921875,60635.8359375,60635.8359375,0
2024-06-25 03:00:00+00:00,60658.06640625,60661.01953125,60612.14453125,60661.01953125,60661.01953125,0
2024-06-25 03:05:00+00:00,60811.71875,61133.8984375,60811.71875,61133.8984375,61133.8984375,135806976
2024-06-25 03:10:00+00:00,61241.58203125,61241.58203125,61177.8125,61177.8125,61177.8125,233361408
2024-06-25 03:15:00+00:00,61173.140625,61214.6328125,61140.4765625,61214.6328125,61214.6328125,66654208
2024-06-25 03:20:00+00:00,61246.921875,61346.97265625,61246.921875,61346.97265625,61346.97265625,97804288
2024-06-25 03:25:00+00:00,61303.625,61312.05078125,61294.8203125,61309.7890625,61309.7890625,151482368
2024-06-25 03:30:00+00:00,61332.54296875,61385.09375,61331.5703125,61372.67578125,61372.67578125,54353920
2024-06-25 03:35:00+00:00,61430.0625,61456.671875,61409.890625,61448.0625,61448.0625,95072256
2024-06-25 03:40:00+00:00,61447.36328125,61516.2265625,61447.36328125,61509.55078125,61509.55078125,142172160
2024-06-25 03:45:00+00:00,61555.75390625,61555.75390625,61425.50390625,61425.50390625,61425.50390625,106139648
2024-06-25 03:50:00+00:00,61417.8515625,61417.8515625,61362.109375,61362.109375,61362.109375,141012992
2024-06-25 03:55:00+00:00,61297.40234375,61297.40234375,61272.23828125,61272.23828125,61272.23828125,35741696
2024-06-25 04:00:00+00:00,61305.1015625,61333.80859375,61300.3203125,61333.80859375,61333.80859375,0
2024-06-25 04:05:00+00:00,61345.3671875,61345.3671875,61211.65625,61211.65625,61211.65625,59518976
2024-06-25 04:10:00+00:00,61198.609375,61198.609375,61169.328125,61169.328125,61169.328125,0
2024-06-25 04:15:00+00:00,61171.515625,61277.046875,61171.515625,61277.046875,61277.046875,12095488
2024-06-25 04:20:00+00:00,61255.6875,61255.6875,61219.08984375,61219.08984375,61219.08984375,29921280
2024-06-25 04:25:00+00:00,61227.46875,61286.45703125,61227.46875,61285.6328125,61285.6328125,4534272
2024-06-25 04:30:00+00:00,61294.1171875,61368.18359375,61294.1171875,61303.62109375,61303.62109375,32956416
2024-06-25 04:35:00+00:00,61290.7109375,61320.37890625,61290.7109375,61320.37890625,61320.37890625,0
2024-06-25 04:40:00+00:00,61286.8359375,61309.109375,61281.6953125,61285.31640625,61285.31640625,8019968
2024-06-25 04:45:00+00:00,61277.37890625,61277.37890625,61248.0703125,61248.0703125,61248.0703125,9801728
2024-06-25 04:50:00+00:00,61232.140625,61338.51171875,61232.140625,61335.71875,61335.71875,14786560
2024-06-25 04:55:00+00:00,61324.265625,61353.34375,61324.265625,61337.76953125,61337.76953125,46743552
2024-06-25 05:00:00+00:00,61338.75,61338.75,61324.44140625,61338.48046875,61338.48046875,0
2024-06-25 05:05:00+00:00,61389.7734375,61389.7734375,61341.8046875,61363.37109375,61363.37109375,0
2024-06-25 05:10:00+00:00,61339.95703125,61339.95703125,61332.4921875,61332.4921875,61332.4921875,0
2024-06-25 05:15:00+00:00,61358.01953125,61358.01953125,61332.3671875,61332.3671875,61332.3671875,0
2024-06-25 05:20:00+00:00,61323.21875,61323.21875,61312.796875,61312.796875,61312.796875,0
2024-06-25 05:25:00+00:00,61339.99609375,61339.99609375,61300.99609375,61300.99609375,61300.99609375,0
2024-06-25 05:30:00+00:00,61296.33203125,61296.33203125,61263.26171875,61272.3125,61272.3125,0
2024-06-25 05:35:00+00:00,61241.7109375,61241.7109375,61092.16796875,61092.16796875,61092.16796875,0
2024-06-25 05:40:00+00:00,61111.4921875,61113.16796875,61057.83984375,61057.83984375,61057.83984375,0
2024-06-25 05:45:00+00:00,60994.84765625,61017.31640625,60994.84765625,61000.70703125,61000.70703125,0
2024-06-25 05:50:00+00:00,60984.66015625,60985.04296875,60952.37890625,60985.04296875,60985.04296875,0
2024-06-25 05:55:00+00:00,61021.796875,61041.87109375,61021.796875,61029.98828125,61029.98828125,0
2024-06-25 06:00:00+00:00,60993.8046875,60993.8046875,60982.796875,60982.796875,60982.796875,0
2024-06-25 06:05:00+00:00,60961.71875,60961.71875,60935.49609375,60955.484375,60955.484375,0
2024-06-25 06:10:00+00:00,60958.9140625,61019.3359375,60958.9140625,60989.06640625,60989.06640625,0
2024-06-25 06:15:00+00:00,60995.9765625,61033.06640625,60995.9765625,61033.06640625,61033.06640625,0
2024-06-25 06:20:00+00:00,61042.02734375,61042.02734375,60966.65234375,60966.65234375,60966.65234375,0
2024-06-25 06:25:00+00:00,60987.0078125,61056.875,60986.90625,61056.875,61056.875,0
2024-06-25 06:30:00+00:00,61014.06640625,61101.81640625,61014.06640625,61101.81640625,61101.81640625,4194304
2024-06-25 06:35:00+00:00,61082.57421875,61116.55078125,61072.8046875,61116.55078125,61116.55078125,34271232
2024-06-25 06:40:00+00:00,61150.23828125,61150.23828125,61114.4453125,61114.4453125,61114.4453125,24715264
2024-06-25 06:45:00+00:00,61092.23828125,61092.23828125,61072.10546875,61087.703125,61087.703125,0
2024-06-25 06:50:00+00:00,61088.80078125,61100.890625,61088.80078125,61100.890625,61100.890625,0
2024-06-25 06:55:00+00:00,61114.84375,61127.9296875,61106.8203125,61106.8203125,61106.8203125,0
2024-06-25 07:00:00+00:00,61108.9375,61113.1015625,61108.9375,61113.1015625,61113.1015625,0
2024-06-25 07:05:00+00:00,61208.328125,61208.328125,61140.0625,61140.0625,61140.0625,17027072
2024-06-25 07:10:00+00:00,61089.24609375,61089.24609375,61056.17578125,61056.17578125,61056.17578125,0
2024-06-25 07:15:00+00:00,60960.17578125,60976.48046875,60960.17578125,60962.71875,60962.71875,0
2024-06-25 07:20:00+00:00,60920.68359375,60920.68359375,60891.90625,60891.90625,60891.90625,0
2024-06-25 07:25:00+00:00,60899.62890625,60899.62890625,60868.34765625,60868.34765625,60868.34765625,0
2024-06-25 07:30:00+00:00,60803.953125,60825.1328125,60776.00390625,60806.67578125,60806.67578125,20488192
2024-06-25 07:35:00+00:00,60815.8671875,60843.265625,60815.8671875,60843.265625,60843.265625,36024320
2024-06-25 07:40:00+00:00,60833.3125,60834.59375,60782.65625,60782.65625,60782.65625,0
2024-06-25 07:45:00+00:00,60709.19140625,60751.265625,60709.19140625,60751.265625,60751.265625,7733248
2024-06-25 07:50:00+00:00,60672.5703125,60682.96484375,60672.5703125,60682.96484375,60682.96484375,87171072
2024-06-25 07:55:00+00:00,60654.44921875,60654.44921875,60626.96875,60626.96875,60626.96875,71565312
2024-06-25 08:00:00+00:00,60636.23046875,60728.9296875,60636.23046875,60728.9296875,60728.9296875,0
2024-06-25 08:05:00+00:00,60769.51953125,60792.96875,60769.51953125,60792.96875,60792.96875,104386560
2024-06-25 08:10:00+00:00,60808.50390625,60821.046875,60808.50390625,60818.61328125,60818.61328125,4448256
2024-06-25 08:15:00+00:00,60858.6484375,60866.8671875,60833.6640625,60841.5625,60841.5625,23330816
2024-06-25 08:20:00+00:00,60839.015625,60839.015625,60757.6953125,60757.6953125,60757.6953125,0
2024-06-25 08:25:00+00:00,60774.53125,60774.53125,60761.203125,60761.203125,60761.203125,0
2024-06-25 08:30:00+00:00,60721.44921875,60721.44921875,60696.3515625,60696.3515625,60696.3515625,0
2024-06-25 08:35:00+00:00,60669.80078125,60714.7421875,60666.73046875,60714.7421875,60714.7421875,0
2024-06-25 08:40:00+00:00,60722.9140625,60729.28125,60714.52734375,60729.28125,60729.28125,0
2024-06-25 08:45:00+00:00,60715.61328125,60716.5078125,60705.953125,60705.953125,60705.953125,0
2024-06-25 08:50:00+00:00,60792.78515625,60801.1015625,60783.9296875,60801.1015625,60801.1015625,0
2024-06-25 08:55:00+00:00,60823.0703125,60836.6953125,60813.2109375,60813.2109375,60813.2109375,0
2024-06-25 09:00:00+00:00,60829.84765625,60879.8984375,60829.84765625,60879.8984375,60879.8984375,0
2024-06-25 09:05:00+00:00,60874.5546875,60877.42578125,60832.0625,60877.42578125,60877.42578125,0
2024-06-25 09:10:00+00:00,60888.83984375,60888.83984375,60876.5859375,60887.65625,60887.65625,0
2024-06-25 09:15:00+00:00,60889.03125,60925.140625,60889.03125,60917.125,60917.125,0
2024-06-25 09:20:00+00:00,60915.01953125,60928.9375,60874.578125,60874.578125,60874.578125,0
2024-06-25 09:25:00+00:00,60850.84765625,60863.390625,60850.84765625,60863.390625,60863.390625,0
2024-06-25 09:30:00+00:00,60867.53515625,60950.92578125,60867.53515625,60950.92578125,60950.92578125,0
2024-06-25 09:35:00+00:00,61034.7265625,61074.64453125,61034.7265625,61039.640625,61039.640625,0
2024-06-25 09:40:00+00:00,61057.89453125,61057.89453125,61019.8828125,61019.8828125,61019.8828125,0
2024-06-25 09:45:00+00:00,61014.203125,61014.203125,60987.5859375,60987.5859375,60987.5859375,0
2024-06-25 09:50:00+00:00,61208.59375,61499.140625,61208.59375,61499.140625,61499.140625,0
2024-06-25 09:55:00+00:00,61461.99609375,61498.234375,61416.88671875,61423.296875,61423.296875,97878016
2024-06-25 10:00:00+00:00,61428.609375,61428.609375,61329.48828125,61329.48828125,61329.48828125,0
2024-06-25 10:05:00+00:00,61300.75,61346.33203125,61276.76171875,61346.33203125,61346.33203125,0
2024-06-25 10:10:00+00:00,61269.484375,61269.484375,61241.99609375,61241.99609375,61241.99609375,0
2024-06-25 10:15:00+00:00,61233.5,61233.5,61194.4921875,61194.4921875,61194.4921875,0
2024-06-25 10:20:00+00:00,61263.35546875,61289.73046875,61254.2421875,61254.2421875,61254.2421875,0
2024-06-25 10:25:00+00:00,61274.15234375,61274.15234375,61238.203125,61238.203125,61238.203125,0
2024-06-25 10:30:00+00:00,61255.4140625,61263.71875,61245.171875,61252.16015625,61252.16015625,0
2024-06-25 10:35:00+00:00,61214.01953125,61214.01953125,61152.07421875,61152.07421875,61152.07421875,0
2024-06-25 10:40:00+00:00,61209.53125,61295.83984375,61209.53125,61270.88671875,61270.88671875,0
2024-06-25 10:45:00+00:00,61255.65625,61258.88671875,61255.65625,61258.88671875,61258.88671875,0
2024-06-25 10:50:00+00:00,61271.95703125,61280.2734375,61268.50390625,61280.2734375,61280.2734375,0
2024-06-25 10:55:00+00:00,61344.65234375,61344.65234375,61281.76171875,61322.65234375,61322.65234375,0
2024-06-25 11:00:00+00:00,61299.92578125,61342.46875,61299.92578125,61342.46875,61342.46875,0
2024-06-25 11:05:00+00:00,61358.5859375,61358.5859375,61335.91015625,61341.1875,61341.1875,0
2024-06-25 11:10:00+00:00,61355.375,61355.375,61352.38671875,61352.38671875,61352.38671875,0
2024-06-25 11:15:00+00:00,61347.15625,61354.08984375,61332.67578125,61332.67578125,61332.67578125,0
2024-06-25 11:20:00+00:00,61348.92578125,61420.16015625,61348.92578125,61409.9609375,61409.9609375,0
2024-06-25 11:25:00+00:00,61401.50390625,61401.50390625,61202.9453125,61202.9453125,61202.9453125,0
2024-06-25 11:30:00+00:00,61176.8125,61176.8125,61162.1640625,61162.1640625,61162.1640625,0
2024-06-25 11:35:00+00:00,61145.31640625,61164.77734375,61145.31640625,61164.77734375,61164.77734375,0
2024-06-25 11:40:00+00:00,61161.88671875,61161.88671875,61130.1015625,61130.1015625,61130.1015625,0
2024-06-25 11:45:00+00:00,61141.0703125,61153.63671875,61139.96484375,61139.96484375,61139.96484375,0
2024-06-25 11:50:00+00:00,61132.6875,61247.0546875,61132.6875,61237.0,61237.0,0
2024-06-25 11:55:00+00:00,61212.55078125,61212.55078125,61190.671875,61190.671875,61190.671875,0
2024-06-25 12:00:00+00:00,61167.671875,61167.671875,61110.07421875,61110.07421875,61110.07421875,0
2024-06-25 12:05:00+00:00,61153.3125,61177.84375,61003.53125,61016.34765625,61016.34765625,0
2024-06-25 12:10:00+00:00,61101.7421875,61101.7421875,61081.15625,61081.15625,61081.15625,65380352
2024-06-25 12:15:00+00:00,61065.33984375,61067.21875,61065.33984375,61065.3671875,61065.3671875,62443520
2024-06-25 12:20:00+00:00,61090.91015625,61167.8671875,61090.91015625,61166.6328125,61166.6328125,589824
2024-06-25 12:25:00+00:00,61202.40625,61202.40625,61175.26171875,61175.26171875,61175.26171875,0
2024-06-25 12:30:00+00:00,61186.5390625,61186.5390625,61140.42578125,61149.1171875,61149.1171875,0
2024-06-25 12:35:00+00:00,61144.85546875,61174.21875,61144.85546875,61174.21875,61174.21875,0
2024-06-25 12:40:00+00:00,61127.859375,61130.375,61095.10546875,61095.10546875,61095.10546875,0
2024-06-25 12:45:00+00:00,61090.88671875,61090.88671875,61078.0625,61086.734375,61086.734375,0
2024-06-25 12:50:00+00:00,61049.95703125,61049.95703125,60996.59765625,61022.91015625,61022.91015625,0
2024-06-25 12:55:00+00:00,60987.4375,60995.32421875,60987.4375,60993.6640625,60993.6640625,1359872
2024-06-25 13:00:00+00:00,61002.171875,61049.56640625,61002.171875,61049.56640625,61049.56640625,0
2024-06-25 13:05:00+00:00,61056.02734375,61095.90625,61056.02734375,61095.90625,61095.90625,0
2024-06-25 13:10:00+00:00,61119.390625,61169.77734375,61119.390625,61169.77734375,61169.77734375,0
2024-06-25 13:15:00+00:00,61146.48828125,61146.48828125,61121.22265625,61121.22265625,61121.22265625,0
2024-06-25 13:20:00+00:00,61144.50390625,61152.1953125,61113.2109375,61152.1953125,61152.1953125,0
2024-06-25 13:25:00+00:00,61198.3203125,61210.84765625,61198.3203125,61210.84765625,61210.84765625,0
2024-06-25 13:30:00+00:00,61214.80859375,61214.80859375,61105.28125,61105.28125,61105.28125,0
2024-06-25 13:35:00+00:00,61108.95703125,61108.95703125,61003.27734375,61062.91015625,61062.91015625,0
2024-06-25 13:40:00+00:00,61003.71484375,61201.734375,61003.71484375,61201.734375,61201.734375,49737728
2024-06-25 13:45:00+00:00,61177.64453125,61316.26171875,61177.64453125,61316.26171875,61316.26171875,32301056
2024-06-25 13:50:00+00:00,61314.2734375,61314.2734375,61170.98828125,61170.98828125,61170.98828125,134217728
2024-06-25 13:55:00+00:00,61033.44140625,61143.96484375,61033.44140625,61143.96484375,61143.96484375,0
2024-06-25 14:00:00+00:00,61152.55859375,61189.9765625,61152.55859375,61184.06640625,61184.06640625,0
2024-06-25 14:05:00+00:00,61208.2265625,61268.5234375,61208.2265625,61268.5234375,61268.5234375,37449728
2024-06-25 14:10:00+00:00,61300.47265625,61300.47265625,61289.0859375,61289.0859375,61289.0859375,0
2024-06-25 14:15:00+00:00,61258.234375,61411.44921875,61258.234375,61411.44921875,61411.44921875,0
2024-06-25 14:20:00+00:00,61441.83203125,61664.9609375,61441.83203125,61664.9609375,61664.9609375,172875776
2024-06-25 14:25:00+00:00,61660.203125,61862.24609375,61660.203125,61862.24609375,61862.24609375,153796608
2024-06-25 14:30:00+00:00,62054.16015625,62054.16015625,61950.94140625,61950.94140625,61950.94140625,303292416
2024-06-25 14:35:00+00:00,61956.46484375,62018.53125,61913.83984375,61913.83984375,61913.83984375,266231808
2024-06-25 14:40:00+00:00,61853.78515625,61952.640625,61853.78515625,61952.640625,61952.640625,111071232
2024-06-25 14:45:00+00:00,61908.12109375,61908.12109375,61808.109375,61865.18359375,61865.18359375,77737984
2024-06-25 14:50:00+00:00,61794.87109375,61794.87109375,61714.2265625,61714.2265625,61714.2265625,131735552
2024-06-25 14:55:00+00:00,61660.3984375,61756.4453125,61660.3984375,61756.4453125,61756.4453125,44896256
2024-06-25 15:00:00+00:00,61762.75,61762.75,61688.0703125,61688.0703125,61688.0703125,0
2024-06-25 15:05:00+00:00,61706.06640625,61706.06640625,61429.5625,61502.43359375,61502.43359375,113668096
2024-06-25 15:10:00+00:00,61400.64453125,61432.34375,61400.64453125,61432.34375,61432.34375,160804864
2024-06-25 15:15:00+00:00,61364.875,61640.87109375,61364.875,61640.87109375,61640.87109375,95121408
2024-06-25 15:20:00+00:00,61698.07421875,61777.12890625,61698.07421875,61712.58203125,61712.58203125,242003968
2024-06-25 15:25:00+00:00,61654.640625,61737.07421875,61654.640625,61737.07421875,61737.07421875,43192320
2024-06-25 15:30:00+00:00,61757.76953125,61856.71875,61757.76953125,61856.71875,61856.71875,58355712
2024-06-25 15:35:00+00:00,61857.0390625,61888.015625,61857.0390625,61872.44140625,61872.44140625,90017792
2024-06-25 15:40:00+00:00,61796.8828125,61865.8828125,61796.8828125,61865.8828125,61865.8828125,25509888
2024-06-25 15:45:00+00:00,61833.37109375,61856.37109375,61831.09375,61849.5078125,61849.5078125,0
2024-06-25 15:50:00+00:00,61855.55859375,61863.0546875,61848.96484375,61848.96484375,61848.96484375,0
2024-06-25 15:55:00+00:00,61883.33984375,61883.33984375,61835.93359375,61841.7421875,61841.7421875,0
2024-06-25 16:00:00+00:00,61811.9140625,61904.63671875,61811.9140625,61878.50390625,61878.50390625,0
2024-06-25 16:05:00+00:00,61856.5703125,61856.5703125,61758.08203125,61758.08203125,61758.08203125,0
2024-06-25 16:10:00+00:00,61730.2890625,61797.36328125,61730.2890625,61754.0078125,61754.0078125,0
2024-06-25 16:15:00+00:00,61724.00390625,61724.00390625,61699.9140625,61716.92578125,61716.92578125,0
2024-06-25 16:20:00+00:00,61730.65234375,61736.59375,61683.10546875,61683.10546875,61683.10546875,0
2024-06-25 16:25:00+00:00,61504.578125,61638.15625,61504.578125,61614.56640625,61614.56640625,10276864
2024-06-25 16:30:00+00:00,61584.13671875,61584.13671875,61536.17578125,61543.296875,61543.296875,0
2024-06-25 16:35:00+00:00,61516.7890625,61517.51953125,61487.1796875,61487.1796875,61487.1796875,78606336
2024-06-25 16:40:00+00:00,61495.40234375,61553.4453125,61495.40234375,61533.5703125,61533.5703125,0
2024-06-25 16:45:00+00:00,61538.375,61538.375,61455.20703125,61455.20703125,61455.20703125,0
2024-06-25 16:50:00+00:00,61494.99609375,61494.99609375,61416.23828125,61421.69921875,61421.69921875,0
2024-06-25 16:55:00+00:00,61408.34765625,61408.34765625,61375.54296875,61375.54296875,61375.54296875,0
2024-06-25 17:00:00+00:00,61375.73046875,61499.7109375,61375.73046875,61499.7109375,61499.7109375,0
2024-06-25 17:05:00+00:00,61482.41796875,61530.75390625,61482.41796875,61524.9765625,61524.9765625,0
2024-06-25 17:10:00+00:00,61525.3203125,61587.265625,61525.3203125,61587.265625,61587.265625,0
2024-06-25 17:15:00+00:00,61686.37109375,61686.37109375,61598.87890625,61598.87890625,61598.87890625,0
2024-06-25 17:20:00+00:00,61622.19921875,61684.06640625,61622.19921875,61684.06640625,61684.06640625,0
2024-06-25 17:25:00+00:00,61675.94140625,61744.51953125,61675.94140625,61744.51953125,61744.51953125,43057152
2024-06-25 17:30:00+00:00,61738.1015625,61738.1015625,61637.546875,61637.546875,61637.546875,0
2024-06-25 17:35:00+00:00,61630.91015625,61630.91015625,61622.70703125,61622.70703125,61622.70703125,0
2024-06-25 17:40:00+00:00,61625.93359375,61625.93359375,61576.1484375,61579.41796875,61579.41796875,0
2024-06-25 17:45:00+00:00,61612.2421875,61612.2421875,61571.01953125,61571.01953125,61571.01953125,0
2024-06-25 17:50:00+00:00,61554.140625,61604.88671875,61554.140625,61555.65234375,61555.65234375,0
2024-06-25 17:55:00+00:00,61552.7890625,61552.7890625,61431.34375,61436.94921875,61436.94921875,0
2024-06-25 18:00:00+00:00,61315.578125,61315.578125,61263.20703125,61281.90625,61281.90625,0
2024-06-25 18:05:00+00:00,61369.28125,61424.09375,61369.28125,61382.4296875,61382.4296875,0
2024-06-25 18:10:00+00:00,61392.87109375,61413.7421875,61202.76171875,61225.828125,61225.828125,0
2024-06-25 18:15:00+00:00,61307.84765625,61595.6640625,61307.84765625,61595.6640625,61595.6640625,0
2024-06-25 18:20:00+00:00,61602.34375,61664.92578125,61602.34375,61664.92578125,61664.92578125,0
2024-06-25 18:25:00+00:00,61720.78515625,61832.4921875,61715.3515625,61832.4921875,61832.4921875,0
2024-06-25 18:30:00+00:00,61965.68359375,61965.68359375,61876.2578125,61920.9296875,61920.9296875,56444928
2024-06-25 18:35:00+00:00,61940.6328125,61982.140625,61912.71875,61982.140625,61982.140625,0
2024-06-25 18:40:00+00:00,61981.65234375,61997.421875,61932.74609375,61997.421875,61997.421875,0
2024-06-25 18:45:00+00:00,62004.6640625,62073.33203125,62004.6640625,62036.546875,62036.546875,19623936
2024-06-25 18:50:00+00:00,61985.03515625,62168.671875,61955.7578125,62168.671875,62168.671875,123006976
2024-06-25 18:55:00+00:00,62149.29296875,62194.5390625,62131.12890625,62157.3671875,62157.3671875,96595968
2024-06-25 19:00:00+00:00,62150.96875,62258.26171875,62126.234375,62258.26171875,62258.26171875,0
2024-06-25 19:05:00+00:00,62255.26171875,62255.26171875,62154.41015625,62154.41015625,62154.41015625,154306560
2024-06-25 19:10:00+00:00,62006.8515625,62006.8515625,61907.16015625,61907.16015625,61907.16015625,68472832
2024-06-25 19:15:00+00:00,61914.2578125,61948.2265625,61896.2578125,61948.2265625,61948.2265625,0
